county,state,None,D0,D1,D2,D3,D4,Overall D,blue_2012,red_2012,blue_2016,red_2016,target_2012,target_2016
Smith County,TX,61.3,38.7,18,4.8,0,0,61.5,22101,61858,22128,58631,1,1
Smyth County,VA,80,20,5.6,0,0,0,25.6,4169,8376,2661,9747,1,1
Snohomish County,WA,58.2,41.8,17,2.9,0,0,61.7,169927,121642,167943,116433,0,0
Snyder County,PA,67.8,32.2,17.3,0,0,0,49.5,4672,10050,3991,11710,1,1
Socorro County,NM,54.5,45.5,28,17.7,2.6,0,93.8,3983,2698,3275,2592,0,0
Solano County,CA,56.1,43.9,15.4,8.3,0,0,67.6,87225,48364,94622,48712,0,0
Somerset County,MD,86.4,13.6,0,0,0,0,13.6,4478,4706,3484,5056,1,1
Somerset County,ME,81.9,18.1,6,1.7,0,0,25.8,12211,11798,9092,14998,0,1
Somerset County,NJ,72,28,18,8.3,0,0,54.3,70168,63159,83839,64640,0,0
Somerset County,PA,98.9,1.1,0,0,0,0,1.1,9420,23935,7367,27347,1,1
Somervell County,TX,67.3,32.7,12.7,4.8,0.2,0,50.4,609,2858,540,3206,1,1
Sonoma County,CA,66.6,33.4,6.6,0,0,0,40,124504,45666,116027,37421,0,0
Southampton County,VA,82.1,17.9,0,0,0,0,17.9,4437,4733,3595,5035,1,1
Spalding County,GA,63.6,36.4,17.6,14.6,12.7,5.6,86.9,9884,14901,9347,15636,1,1
Spartanburg County,SC,66.8,33.2,18.3,11.4,2.8,0,65.7,40920,65951,39888,76101,1,1
Spencer County,IN,88.9,11.1,4.7,0,0,0,15.8,4026,5515,2861,6572,1,1
Spencer County,KY,91.1,8.9,5,3,0,0,16.9,2549,5726,1921,7196,1,1
Spink County,SD,46.1,53.9,18.6,3.1,0,0,75.6,1300,1670,919,1854,1,1
Spokane County,WA,60.1,39.9,5.3,0,0,0,45.2,91977,104797,86590,103846,1,1
Spotsylvania County,VA,66.8,33.2,11.7,0.6,0,0,45.5,25150,31818,24204,34619,1,1
Stafford County,KS,58.2,41.8,27,14.3,6.8,0,89.9,403,1382,303,1485,1,1
Stafford County,VA,66.7,33.3,14.1,1.8,0,0,49.2,27130,32429,27879,33840,1,1
Stanislaus County,CA,53.4,46.6,21.8,14.5,13.2,0,96.1,70609,69549,73939,72960,0,0
Stanley County,SD,46.4,53.6,30.8,9.1,0,0,93.5,435,1063,329,1148,1,1
Stanly County,NC,63.3,36.7,8.3,0,0,0,45,8287,19698,7008,21788,1,1
Stanton County,KS,57.7,42.3,31.9,23.1,9.3,0.3,106.9,135,571,132,580,1,1
Stanton County,NE,89.2,10.8,1.5,0,0,0,12.3,607,1945,417,2173,1,1
Stark County,IL,89.7,10.3,0,0,0,0,10.3,1095,1527,748,1777,1,1
Stark County,ND,50.6,49.4,33.7,11.1,7.7,1.8,103.7,2805,8509,1745,9718,1,1
Stark County,OH,89.1,10.9,5.9,0,0,0,16.8,86314,86958,66581,96345,1,1
Starke County,IN,93.3,6.7,0,0,0,0,6.7,3809,4738,2489,6367,1,1
Starr County,TX,57.5,42.5,14.8,0.3,0,0,57.6,10248,1540,9246,2218,0,0
Stearns County,MN,94.8,5.2,0,0,0,0,5.2,33552,43015,25575,47618,1,1
Steele County,MN,99.6,0.4,0,0,0,0,0.4,8706,9903,6239,11198,1,1
Steele County,ND,74.4,25.6,0.8,0,0,0,26.4,515,495,361,537,0,1
Stephens County,GA,67.7,32.3,25.8,20.4,13.5,4.2,96.2,2123,7207,1835,7682,1,1
Stephens County,OK,69.3,30.7,13.2,4,0,0,47.9,3939,12907,3084,14166,1,1
Stephens County,TX,72.8,27.2,10.4,2.8,0,0,40.4,475,2891,348,3033,1,1
Stephenson County,IL,92.6,7.4,0,0,0,0,7.4,7954,8742,7531,10845,1,1
Sterling County,TX,68.7,31.3,16.6,1.5,0,0,49.4,31,459,70,549,1,1
Steuben County,IN,95.8,4.2,0.1,0,0,0,4.3,4846,8542,3741,10127,1,1
Steuben County,NY,79.7,20.3,12.1,5.3,1.1,0,38.8,14586,20425,11215,25091,1,1
Stevens County,KS,55.6,44.4,35.4,26.5,14.3,6.5,127.1,241,1724,215,1564,1,1
Stevens County,MN,90.4,9.6,2.5,0,0,0,12.1,2742,2766,2116,2800,1,1
Stevens County,WA,50.1,49.9,11,0.5,0,0,61.4,6014,10794,4348,11059,1,1
Stewart County,GA,54,46,20.7,9.4,4.4,0,80.5,1307,740,1220,805,0,0
Stewart County,TN,85.4,14.6,5.1,3.2,0,0,22.9,2069,2963,1222,3864,1,1
Stillwater County,MT,85.9,14.1,7.1,1.4,0,0,22.6,1209,3237,904,3630,1,1
Stoddard County,MO,67.3,32.7,12.6,0.9,0,0,46.2,3153,9496,1873,11077,1,1
Stokes County,NC,64.2,35.8,15.8,0,0,0,51.6,5969,15142,4645,16976,1,1
Stone County,AR,63.6,36.4,25.7,11.1,0.1,0,73.3,1356,3773,1189,4081,1,1
Stone County,MO,52.7,47.3,25.4,6.6,0,0,79.3,3920,11780,2886,13149,1,1
Stone County,MS,86.5,13.5,4.8,2.1,0.6,0,21,1794,4924,1400,4810,1,1
Stonewall County,TX,58.5,41.5,23.6,12.3,3.5,0,80.9,160,507,135,555,1,1
Story County,IA,81.9,18.1,7.1,0,0,0,25.2,25940,19557,25085,19111,0,0
Strafford County,NH,60.2,39.8,26.6,18.4,3.3,0,88.1,36026,26779,34894,29072,0,0
Stutsman County,ND,68.9,31.1,9.2,1.5,0,0,41.8,3561,5641,2484,6706,1,1
Sublette County,WY,76,24,0.1,0,0,0,24.1,767,3472,644,3409,1,1
Suffolk County,MA,70.3,29.7,21.8,14.6,7,0,73.1,219208,58872,241212,50042,0,0
Suffolk County,NY,65.4,34.6,19.7,10.8,0,0,65.1,274830,259348,276953,328403,0,1
Sullivan County,IN,87.3,12.7,0,0,0,0,12.7,3191,4902,2113,6138,1,1
Sullivan County,MO,48.6,51.4,28.3,6.8,4.3,1.2,92,908,1610,526,1884,1,1
Sullivan County,NH,64.8,35.2,24.9,13.4,0,0,73.5,12166,9269,10210,10796,0,1
Sullivan County,NY,72.6,27.4,14.8,5.7,0.8,0,48.7,13781,11148,10983,14626,0,1
Sullivan County,PA,79.6,20.4,0.1,0,0,0,20.5,1028,1859,756,2318,1,1
Sullivan County,TN,77.3,22.7,6.1,1,0,0,29.8,15303,43528,11910,45577,1,1
Sully County,SD,41.7,58.3,30.6,10.5,1.1,0,100.5,186,611,137,679,1,1
Summers County,WV,86.3,13.7,0,0,0,0,13.7,1612,2968,1186,3444,1,1
Summit County,CO,50,50,26,19.8,5.6,0,101.4,9169,5495,9502,5064,0,0
Summit County,OH,82.9,17.1,7.8,0,0,0,24.9,147146,108700,129922,109531,0,0
Summit County,UT,45.3,54.7,31.9,8.8,0,0,95.4,7656,8464,10251,7160,1,0
Sumner County,KS,64,36,22.7,11.8,2,0,72.5,2617,6162,2039,6844,1,1
Sumner County,TN,81.4,18.6,5.5,3.5,1.3,0,28.9,18571,45979,18153,50105,1,1
Sumter County,AL,65.4,34.6,22.4,7.2,2.7,0,66.9,5420,1585,4739,1581,0,0
Sumter County,FL,82.7,17.3,5.2,1.5,0,0,24,19519,40644,22631,52722,1,1
Sumter County,GA,50.5,49.5,24.9,9.1,4.1,0,87.6,6370,5372,5520,5275,0,0
Sumter County,SC,73,27,2.1,0,0,0,29.1,27550,19266,24024,18733,0,0
Sunflower County,MS,76.1,23.9,12.1,3.5,1.2,0,40.7,7989,2907,6560,2768,0,0
Surry County,NC,73.9,26.1,12.9,0,0,0,39,9005,19753,7438,23495,1,1
Surry County,VA,81.1,18.9,0.2,0,0,0,19.1,2574,1671,2069,1785,0,0
Susquehanna County,PA,83.5,16.5,4.2,0,0,0,20.7,6891,10735,5065,13295,1,1
Sussex County,DE,89.2,10.8,1.3,0,0,0,12.1,39971,52116,39329,62607,1,1
Sussex County,NJ,70.6,29.4,16.9,11.5,0,0,57.8,23406,37215,24132,46486,1,1
Sussex County,VA,76.2,23.8,1.5,0,0,0,25.3,3350,2021,2874,2055,0,0
Sutter County,CA,61.9,38.1,19.9,0,0,0,58,8004,12576,11831,16780,1,1
Sutton County,TX,61,39,21.4,4.9,0.4,0,65.7,369,1110,313,1075,1,1
Suwannee County,FL,75.2,24.8,4.3,0,0,0,29.1,4749,12672,3955,14281,1,1
Swain County,NC,72.5,27.5,20.5,13.6,5.3,1.2,68.1,2618,2976,2186,3557,1,1
Sweet Grass County,MT,85.8,14.2,7.5,0.9,0,0,22.6,473,1584,398,1580,1,1
Sweetwater County,WY,57.2,42.8,13.6,1.4,0,0,57.8,4773,11427,3233,12153,1,1
Swift County,MN,94.1,5.9,0.5,0,0,0,6.4,2751,2248,1679,2962,0,1
Swisher County,TX,56.8,43.2,30.4,22.5,11.2,1.9,109.2,579,1654,462,1671,1,1
Switzerland County,IN,94.2,5.8,2.1,0.4,0,0,8.3,1437,1872,930,2558,1,1
Talbot County,GA,58.2,41.8,28.1,11.2,5.4,4,90.5,2264,1202,2001,1196,0,0
Talbot County,MD,88.1,11.9,1.3,0,0,0,13.2,7983,10442,7865,10098,1,1
Taliaferro County,GA,46.6,53.4,24.4,10.8,7.3,3.9,99.8,636,321,545,349,0,0
Talladega County,AL,56.5,43.5,27.2,13.8,8.8,5.5,98.8,13878,19217,12108,20596,1,1
Tallahatchie County,MS,70.9,29.1,16.1,7,1.2,0,53.4,3838,2480,3337,2462,0,0
Tallapoosa County,AL,60.2,39.8,22.2,11,6.7,4.2,83.9,6252,12303,5271,12967,1,1
Tama County,IA,82.4,17.6,2.7,0.1,0,0,20.4,4737,4076,3194,4968,0,1
Taney County,MO,60.3,39.7,18.6,10.6,0,0,68.9,5462,15713,4367,18240,1,1
Tangipahoa Parish,LA,79.6,20.4,4.5,1.3,0,0,26.2,17720,31583,16869,33933,1,1
Taos County,NM,45.9,54.1,43.3,38.9,34.3,19.6,190.2,11855,2710,10550,2706,0,0
Tarrant County,TX,57.7,42.3,17.9,6.9,1.6,0,68.7,252789,348686,288001,345683,1,1
Tate County,MS,75.5,24.5,10.5,1.9,0,0,36.9,4572,6666,3804,7385,1,1
Tattnall County,GA,56.1,43.9,16.5,2.3,0,0,62.7,1894,4702,1678,5092,1,1
Taylor County,FL,73.3,26.7,6.2,0,0,0,32.9,2761,6249,2149,6923,1,1
Taylor County,GA,53.8,46.2,23.4,6.8,4.8,2.6,83.8,1571,1948,1295,2062,1,1
Taylor County,IA,70.1,29.9,4.2,0,0,0,34.1,1261,1680,755,2108,1,1
Taylor County,KY,89.6,10.4,5.1,3.5,0,0,19,3284,7551,2553,8320,1,1
Taylor County,TX,77.7,22.3,5.6,0.5,0,0,28.4,9725,32853,10047,33172,1,1
Taylor County,WI,94,6,0,0,0,0,6,3761,5597,2398,6589,1,1
Taylor County,WV,98.7,1.3,0,0,0,0,1.3,1933,3827,1483,4701,1,1
Tazewell County,IL,80.9,19.1,0,0,0,0,19.1,24385,35266,20568,38620,1,1
Tazewell County,VA,79.3,20.7,4.5,0,0,0,25.2,3661,13843,2895,15160,1,1
Tehama County,CA,58.6,41.4,20.5,0,0,0,61.9,6032,10791,6571,14981,1,1
Telfair County,GA,56.1,43.9,8.6,1.3,0,0,53.8,1804,2479,1313,2449,1,1
Teller County,CO,31.6,68.4,50.8,1.6,0,0,120.8,3894,7909,3547,9580,1,1
Tensas Parish,LA,59.1,40.9,23.7,8,1.8,0,74.4,1564,1230,1329,1180,0,0
Terrebonne Parish,LA,68.6,31.4,3.1,0,0,0,34.5,12071,29500,10664,31900,1,1
Terrell County,GA,52.8,47.2,22,8,1.9,0,79.1,2544,1834,2267,1872,0,0
Terrell County,TX,73.1,26.9,8.8,0.3,0,0,36,184,358,140,287,1,1
Terry County,TX,55.4,44.6,30.3,19.1,4.3,0,98.3,1059,2602,424,1295,1,1
Teton County,ID,81.6,18.4,3.8,0,0,0,22.2,1926,2458,2157,2161,1,1
Teton County,MT,71.9,28.1,14,5.3,0.1,0,47.5,1073,2091,803,2152,1,1
Teton County,WY,83,17,3.8,1.1,0,0,21.9,6211,4858,7313,3920,0,0
Texas County,MO,59.5,40.5,17.6,6,0,0,64.1,2871,7618,1728,8875,1,1
Texas County,OK,52.5,47.5,36.8,25.1,14.1,6.2,129.7,854,4908,855,4615,1,1
Thayer County,NE,66.2,33.8,5.5,0,0,0,39.3,724,1853,490,1993,1,1
Thomas County,GA,53.6,46.4,22.5,7.1,0.1,0,76.1,7651,11153,7138,11225,1,1
Thomas County,KS,64.8,35.2,12.4,0,0,0,47.6,576,2729,467,2832,1,1
Thomas County,NE,84.7,15.3,2.1,0,0,0,17.4,42,360,30,344,1,1
Throckmorton County,TX,75.7,24.3,12,3,0,0,39.3,109,700,84,715,1,1
Thurston County,NE,89.2,10.8,1.3,0,0,0,12.1,1153,823,911,1013,0,1
Thurston County,WA,54.9,45.1,27.2,8.5,0,0,80.8,64879,43703,65015,46219,0,0
Tift County,GA,51,49,24.6,5.4,0.6,0,79.6,4640,9171,3892,8680,1,1
Tillamook County,OR,54.7,45.3,29.8,9.3,0,0,84.4,6249,5670,5701,6486,0,1
Tillman County,OK,60,40,29.2,24.3,15,1.4,109.9,906,1813,657,1944,1,1
Tioga County,NY,79.1,20.9,13.6,7.3,0.4,0,42.2,8263,11278,6852,12528,1,1
Tioga County,PA,82.1,17.9,13.8,4.6,0,0,36.3,5053,10599,3642,12928,1,1
Tippah County,MS,62.3,37.7,17.8,3.7,1.1,0,60.3,2254,6625,1808,7182,1,1
Tippecanoe County,IN,94.4,5.6,0,0,0,0,5.6,26642,28708,27207,30711,1,1
Tipton County,IN,95.5,4.5,0,0,0,0,4.5,2432,4773,1587,5589,1,1
Tipton County,TN,85,15,6.9,1.9,0,0,23.8,7020,16395,5779,16893,1,1
Tishomingo County,MS,50.4,49.6,24.9,5.6,1.8,0,81.9,1623,6070,990,7117,1,1
Titus County,TX,58.2,41.8,27.8,10.3,0.4,0,80.3,2638,6062,2538,6405,1,1
Todd County,KY,86,14,5.1,3.2,0,0,22.3,1403,3247,1042,3612,1,1
Todd County,MN,91.9,8.1,0,0,0,0,8.1,4819,6719,2783,8485,1,1
Todd County,SD,66.3,33.7,11.3,4.1,0,0,49.1,1976,498,1505,487,0,0
Tolland County,CT,70.2,29.8,22.4,15.5,1,0,68.7,39283,30391,38450,33989,0,0
Tom Green County,TX,64.6,35.4,14,1.2,0.2,0,50.8,9246,26749,9117,27376,1,1
Tompkins County,NY,77,23,15.8,9.6,3.9,0,52.3,24447,10202,25555,9647,0,0
Tooele County,UT,32.6,67.4,43.2,16.5,0,0,127.1,3794,12240,4015,9693,1,1
Toole County,MT,76,24,12.6,9,2.3,0,47.9,582,1440,399,1495,1,1
Toombs County,GA,57.9,42.1,10.7,0,0,0,52.8,2740,6519,2338,6612,1,1
Torrance County,NM,45.5,54.5,32.4,24,7.6,0,118.5,2414,3521,1770,3695,1,1
Towner County,ND,39.3,60.7,28.1,1.8,0,0,90.6,511,619,305,733,1,1
Towns County,GA,68.1,31.9,24.8,20.8,14,2.2,93.7,1265,4834,1206,5377,1,1
Traill County,ND,76.4,23.6,1,0,0,0,24.6,1784,1963,1239,2263,1,1
Transylvania County,NC,76.3,23.7,20.1,13.2,4.8,0,61.8,6740,9522,6520,10441,1,1
Traverse County,MN,82.6,17.4,2.9,0,0,0,20.3,942,860,631,1050,0,1
Travis County,TX,66.4,33.6,13.1,1.4,0,0,48.1,231540,139503,306475,126750,0,0
Treasure County,MT,75.6,24.4,17.5,11.3,1.8,0.3,55.3,114,317,59,350,1,1
Trego County,KS,60.9,39.1,14.7,3.7,0,0,57.5,289,1230,193,1211,1,1
Trempealeau County,WI,94.7,5.3,0,0,0,0,5.3,7601,5703,5645,7370,0,1
Treutlen County,GA,54.4,45.6,18.5,1.6,0,0,65.7,1068,1646,860,1808,1,1
Trigg County,KY,88.7,11.3,5.1,2.7,0,0,19.1,2115,4520,1587,4928,1,1
Trimble County,KY,92.7,7.3,3.5,1.9,0,0,12.7,1355,2133,879,2771,1,1
Trinity County,CA,64.5,35.5,16.4,1.6,0,0,53.5,2367,2422,1876,2409,1,1
Trinity County,TX,84.4,15.6,2.6,0,0,0,18.2,1614,4537,1154,4737,1,1
Tripp County,SD,68.2,31.8,7.6,2.8,0.3,0,42.5,737,1905,462,2069,1,1
Troup County,GA,64.9,35.1,20.4,14.6,11.5,5.8,87.4,10545,15170,9597,15643,1,1
Trousdale County,TN,81.3,18.7,5.7,3.8,1.3,0,29.5,1238,1610,943,2099,1,1
Trumbull County,OH,90.7,9.3,3.3,0,0,0,12.6,59446,37545,42130,48152,0,1
Tucker County,WV,96.7,3.3,0,0,0,0,3.3,876,2160,750,2557,1,1
Tulare County,CA,49.4,50.6,27.3,18,14.6,12.8,123.3,29191,42186,27975,38062,1,1
Tulsa County,OK,53.4,46.6,22.4,10.2,0,0,79.2,82633,144908,87663,143985,1,1
Tunica County,MS,72.3,27.7,9.5,1.8,0,0,39,3371,867,2577,840,0,0
Tuolumne County,CA,62.8,37.2,18.1,14,13.2,0.8,83.3,9628,13410,8580,13486,1,1
Turner County,GA,54.9,45.1,17.8,3.6,1,0,67.5,1508,2027,1243,2094,1,1
Turner County,SD,87.8,12.2,2.3,0,0,0,14.5,1411,2715,961,2937,1,1
Tuscaloosa County,AL,52.1,47.9,28.3,18.4,10.9,2.7,108.2,32003,45703,31746,47701,1,1
Tuscarawas County,OH,90.3,9.7,5.1,0,0,0,14.8,17516,21420,11895,26105,1,1
Tuscola County,MI,87.4,12.6,4.2,0,0,0,16.8,11643,14517,7493,17421,1,1
Twiggs County,GA,44.3,55.7,28.8,11.8,6.1,0.8,103.2,2269,1905,1970,2034,0,1
Twin Falls County,ID,62.4,37.6,10.1,5,0,0,52.7,7541,19773,6844,21063,1,1
Tyler County,TX,80,20,8.8,1.7,0,0,30.5,1659,5889,1243,6601,1,1
Tyler County,WV,94.1,5.9,0,0,0,0,5.9,880,2291,505,2967,1,1
Tyrrell County,NC,88.1,11.9,0,0,0,0,11.9,835,929,705,968,1,1
Uinta County,WY,49.7,50.3,21.2,0,0,0,71.5,1628,6613,1202,6154,1,1
Uintah County,UT,36,64,48.1,27.7,12.8,0,152.6,962,10001,1002,9876,1,1
Ulster County,NY,67.8,32.2,18.4,7.4,0.8,0,58.8,43164,27340,40010,32962,0,0
Umatilla County,OR,54.9,45.1,18.3,5.1,0,0,68.5,8499,15425,7466,16775,1,1
Unicoi County,TN,73.7,26.3,12.1,1.9,0,0,40.3,1909,5028,1260,5666,1,1
Union County,AR,63.3,36.7,20.5,6.1,0.7,0,64,6182,10696,5667,10201,1,1
Union County,FL,79.7,20.3,3.9,0,0,0,24.2,1339,3980,1014,4567,1,1
Union County,GA,67.3,32.7,26.5,22.8,15.7,3.3,101,2137,8771,1962,9849,1,1
Union County,IA,59.6,40.4,11.4,3.7,1.3,0,56.8,3029,2800,1920,3521,0,1
Union County,IL,80,20,1.9,0,0,0,21.9,3135,4951,2389,5780,1,1
Union County,IN,94.9,5.1,0,0,0,0,5.1,1018,2022,715,2445,1,1
Union County,KY,88.1,11.9,3.3,0.2,0,0,15.4,1941,3952,1331,4701,1,1
Union County,MS,58.1,41.9,21.7,4.6,1.6,0,69.8,2481,7759,1969,9161,1,1
Union County,NC,67.5,32.5,12.3,0,0,0,44.8,32032,60468,34051,66265,1,1
Union County,NJ,71.3,28.7,17.9,7.1,0,0,53.7,134220,66457,145412,67582,0,0
Union County,NM,45.6,54.4,34.8,21.9,13.4,4.1,128.6,471,1231,318,1214,1,1
Union County,OH,96.5,3.5,0,0,0,0,3.5,8546,15947,7530,17601,1,1
Union County,OR,45.5,54.5,26.1,5.7,0,0,86.3,3943,7608,3221,8378,1,1
Union County,PA,69.2,30.8,15.8,0,0,0,46.6,6063,9863,6138,10605,1,1
Union County,SC,56.1,43.9,20.2,9.1,1.6,0,74.8,5748,6566,4727,7058,1,1
Union County,SD,0,0,0,0,0,0,0,2782,4698,2227,5288,1,1
Union County,TN,75.2,24.8,12.8,5.7,1.9,0,45.2,1474,4278,1010,5024,1,1
Union Parish,LA,58.7,41.3,23.7,10,0.1,0,75.1,3075,7561,2691,7972,1,1
Upshur County,TX,58.3,41.7,26.7,10.7,1.2,0,80.3,2953,11948,2378,13198,1,1
Upshur County,WV,96.2,3.8,0,0,0,0,3.8,2143,5878,1763,6971,1,1
Upson County,GA,52.8,47.2,27.7,11.4,5.6,4,95.9,3955,7229,3471,7288,1,1
Upton County,TX,67,33,12,2.2,0.2,0,47.4,332,952,284,961,1,1
Utah County,UT,24.6,75.4,54.7,38.1,4.9,0.2,173.3,15791,142337,24579,89755,1,1
Uvalde County,TX,57.4,42.6,26.6,8.8,1.9,0.1,80,3824,4526,3863,4828,1,1
Val Verde County,TX,62.6,37.4,19.1,9.6,2.3,0,68.4,6267,5612,6920,5856,0,0
Valencia County,NM,44.4,55.6,27.5,19.6,5.7,0,108.4,13473,12788,10810,13175,0,1
Valley County,ID,67.1,32.9,7.4,0,0,0,40.3,2095,2664,1913,2906,1,1
Valley County,MT,53.7,46.3,31.8,24.1,18,7.3,127.5,1386,2337,886,2697,1,1
Valley County,NE,77.1,22.9,7.5,0,0,0,30.4,494,1643,337,1770,1,1
Van Buren County,AR,63.3,36.7,24.5,7.7,0,0,68.9,1826,4362,1547,5382,1,1
Van Buren County,IA,40.2,59.8,35.1,9.4,0.5,0,104.8,1398,2058,843,2524,1,1
Van Buren County,MI,95.6,4.4,0,0,0,0,4.4,16288,16140,13258,17890,0,1
Van Buren County,TN,77.2,22.8,10.2,5.3,1.3,0,39.6,875,1384,539,1820,1,1
Van Wert County,OH,93,7,0.6,0,0,0,7.6,3923,9433,2667,10328,1,1
Van Zandt County,TX,60.1,39.9,15.6,2.5,0,0,58,3083,15790,2792,18436,1,1
Vance County,NC,66.1,33.9,9.7,0,0,0,43.6,13286,7406,12168,7304,0,0
Vanderburgh County,IN,82.3,17.7,3.4,0,0,0,21.1,31659,39504,28296,40422,1,1
Venango County,PA,93.4,6.6,0,0,0,0,6.6,7469,12928,5889,15254,1,1
Ventura County,CA,16.6,83.4,82.2,46.8,20.2,14.3,246.9,138119,123919,170489,118764,0,0
Vermilion County,IL,89.2,10.8,1.5,0,0,0,12.3,10773,14888,9876,18582,1,1
Vermilion Parish,LA,71.9,28.1,3.1,0.3,0,0,31.5,5718,18909,4745,19807,1,1
Vermillion County,IN,83.5,16.5,4.2,0,0,0,20.7,2979,3426,2081,4511,1,1
Vernon County,MO,66.3,33.7,9.4,1,0,0,44.1,2580,5756,1706,6526,1,1
Vernon County,WI,91.4,8.6,1.1,0,0,0,9.7,8031,5935,6351,6994,0,1
Vernon Parish,LA,73.9,26.1,12.4,3.4,0.6,0,42.5,3173,12146,2665,13471,1,1
Victoria County,TX,63.4,36.6,15.4,3.3,0,0,55.3,8795,19684,8843,21253,1,1
Vigo County,IN,89.9,10.1,0.5,0,0,0,10.6,19707,19368,15922,21924,0,1
Vilas County,WI,92.6,7.4,0,0,0,0,7.4,5931,7735,4769,8169,1,1
Vinton County,OH,96.1,3.9,0,0,0,0,3.9,2382,2798,1332,3799,1,1
Volusia County,FL,73.7,26.3,6.6,0.8,0,0,33.7,114716,117473,108793,142763,1,1
Wabash County,IL,70.5,29.5,0,0,0,0,29.5,1588,3473,1146,4039,1,1
Wabash County,IN,96.2,3.8,0,0,0,0,3.8,3929,8528,3018,9819,1,1
Wabasha County,MN,98.1,1.9,0,0,0,0,1.9,5415,6049,3866,6989,1,1
Wabaunsee County,KS,54.9,45.1,23.6,19.3,7.5,1.5,97,908,2230,773,2358,1,1
Wadena County,MN,91,9,0,0,0,0,9,2492,4143,1684,4837,1,1
Wagoner County,OK,57.8,42.2,29,12.6,0,0,83.8,7773,20848,6711,22967,1,1
Wahkiakum County,WA,0,0,0,0,0,0,0,1091,1115,824,1328,1,1
Wake County,NC,64.7,35.3,6.9,0,0,0,42.2,286939,232933,298353,193607,0,0
Wakulla County,FL,69.6,30.4,12.9,2.7,0,0,46,5173,9288,4348,10507,1,1
Waldo County,ME,58.2,41.8,21.1,8.7,0,0,71.6,11292,9055,10442,10378,0,0
Walker County,AL,51.7,48.3,26,18.5,6.8,1.3,100.9,6551,21633,4486,24208,1,1
Walker County,GA,68.9,31.1,25.3,21.8,14.6,6.6,99.4,5269,16245,4213,18938,1,1
Walker County,TX,90.8,9.2,0,0,0,0,9.2,5283,9569,6085,12878,1,1
Walla Walla County,WA,62.4,37.6,12.4,0,0,0,50,5713,9098,7550,10775,1,1
Wallace County,KS,64.9,35.1,24.3,0.2,0,0,59.6,68,702,45,711,1,1
Waller County,TX,89.4,10.6,1.6,0,0,0,12.2,6401,9158,5744,10525,1,1
Wallowa County,OR,56.5,43.5,18.9,0.9,0,0,63.3,1252,2796,1097,2825,1,1
Walsh County,ND,60.4,39.6,7.2,2.1,0,0,48.9,2118,2809,1166,2991,1,1
Walthall County,MS,81.3,18.7,4.5,1.3,0,0,24.5,3386,4012,2475,3374,1,1
Walton County,FL,72.7,27.3,14.3,5.4,1,0,48,6665,21483,6861,25695,1,1
Walton County,GA,67.8,32.2,21.8,15.4,8.8,1.3,79.5,8139,29018,8279,31093,1,1
Walworth County,SD,55.4,44.6,27.3,10.4,3,0,85.3,671,1731,457,1896,1,1
Walworth County,WI,90.8,9.2,2.5,0,0,0,11.7,22512,28962,18706,28848,1,1
Wapello County,IA,38.2,61.8,32,8,2,0,103.8,8616,6777,5591,8710,0,1
Ward County,ND,35.1,64.9,47,12.6,4.5,0.8,129.8,8412,16176,5792,18601,1,1
Ward County,TX,82.2,17.8,7.2,0.2,0,0,25.2,836,2364,780,2541,1,1
Ware County,GA,55.2,44.8,25.4,8.7,1.4,0,80.3,3892,7933,3436,8508,1,1
Warren County,GA,45.1,54.9,18.9,6.3,4.1,0.5,84.7,1525,990,1313,991,0,0
Warren County,IA,59.3,40.7,20.7,5.4,2.1,0,68.9,12521,13031,10371,14773,1,1
Warren County,IL,71.8,28.2,5,0.1,0,0,33.3,3893,3460,2983,4267,0,1
Warren County,IN,91.7,8.3,0.1,0,0,0,8.4,1324,2377,839,2896,1,1
Warren County,KY,89.5,10.5,5.1,3.2,0,0,18.8,16805,26384,16966,28673,1,1
Warren County,MO,63.3,36.7,16.8,0.3,0,0,53.8,5219,9150,3915,11109,1,1
Warren County,MS,67.5,32.5,16.9,9.1,1.9,0,60.4,9899,9390,8518,9420,0,1
Warren County,NC,63.6,36.4,5.2,0,0,0,41.6,6635,3111,6668,3302,0,0
Warren County,NJ,71,29,17.2,8.1,0,0,54.3,17869,24695,16991,29393,1,1
Warren County,NY,66.5,33.5,12.8,1.3,0,0,47.6,13112,12571,11366,14284,0,1
Warren County,OH,95.5,4.5,0,0,0,0,4.5,31907,74626,33036,75947,1,1
Warren County,PA,99.7,0.3,0,0,0,0,0.3,6768,9415,4828,12032,1,1
Warren County,TN,80.6,19.4,8,4,1.3,0,32.7,4748,8007,3535,9535,1,1
Warren County,VA,74.5,25.5,1.6,0,0,0,27.1,6449,9865,5165,11762,1,1
Warrick County,IN,84,16,5,0,0,0,21,8791,15350,9086,19133,1,1
Wasatch County,UT,36.3,63.7,46.4,28,1.4,0,139.5,2097,6852,3063,6115,1,1
Wasco County,OR,33.5,66.5,27.4,15,0,0,108.9,5066,5152,4634,5721,1,1
Waseca County,MN,100,0,0,0,0,0,0,4370,5116,2838,5967,1,1
Washakie County,WY,86,14,2.3,0,0,0,16.3,794,3013,532,2911,1,1
Washburn County,WI,97.5,2.5,0,0,0,0,2.5,4435,4692,3283,5404,1,1
Washington County,AL,72.1,27.9,8.5,6.1,2.5,0,45,2971,5749,2366,6031,1,1
